open,high,low,close,volume,spread,real_volume,ema_9,sma_20,sma_200,rsi,sma_20_bb,std_20_bb,upper_band,lower_band,band_width,dist_sma_20,dist_sma_200,true_range,atr,atr_norm
7200.599,7201.27,7156.971,7162.341,93214,1,308424,0.006243631278399553,0.0107018780591428,0.03718430829538755,29.194040508958736,7238.991499999999,53.922979005146345,7346.837458010292,7131.1455419897065,0.0,0.0,0.0,44.29900000000089,39.88828571428602,0.005569168755618591
7161.67,7176.436,7149.588,7152.944,64547,1,231160,0.006052446801670941,0.0107018780591428,0.03718430829538755,32.21163316249972,7238.991499999999,53.922979005146345,7346.837458010292,7131.1455419897065,0.0,0.0,0.0,26.847999999999956,38.689714285714544,0.005408921737079801
7152.944,7167.039,7148.246,7162.341,12486,1,49374,0.0037860038258812345,0.0107018780591428,0.03718430829538755,25.19897882564959,7238.991499999999,53.922979005146345,7346.837458010292,7131.1455419897065,0.029795851538240554,-0.01070187805914279,0.0,18.792999999999665,35.90900000000023,0.005013584245709641
7158.985,7174.422,7103.275,7126.767,286463,1,812331,0.0070372049966855865,0.014984045360259657,0.03718430829538755,17.892276793865136,7233.554800000001,59.48775473428373,7352.530309468569,7114.579290531433,0.03289544705421127,-0.014984045360259565,0.0,71.14699999999993,37.63492857142877,0.005280785603265657
7126.767,7150.93,7105.289,7120.727,175869,1,528592,0.006313121718342973,0.014864683058344985,0.03718430829538755,16.707130102270924,7226.57435,64.18534528533247,7354.945040570665,7098.203659429335,0.035527397727711726,-0.014864683058345027,0.0,45.64100000000053,39.6005000000002,0.005561300131292802
7120.727,7140.191,7089.852,7092.536,158232,1,511070,0.008250365316337271,0.0173985510965331,0.03718430829538755,15.789563403042479,7215.93585,67.97037487509179,7351.876599750183,7079.9951002498165,0.0376779263496871,-0.017398551096533002,0.0,50.33899999999994,41.51814285714305,0.005853779643436853
7092.536,7126.096,7083.811,7103.275,134931,1,454078,0.005380843401870283,0.014542256916703966,0.03718430829538755,19.813574861778605,7206.57265,70.01988897920727,7346.612427958415,7066.5328720415855,0.038864460197571046,-0.014542256916703977,0.0,42.284999999999854,42.42900000000015,0.005973160267623055
7103.275,7152.944,7101.933,7126.096,113253,1,385563,0.0017289253936989546,0.010407858664828629,0.03718430829538755,27.738977929812876,7200.263400000001,71.35678237405988,7342.976964748121,7057.549835251881,0.03964120666700054,-0.010407858664828707,0.0,51.01100000000042,42.38107142857162,0.005947305709686148
7126.096,7138.849,7116.028,7129.452,76898,1,242763,0.0010059105055857387,0.008821330166750574,0.03718430829538755,27.57019430926576,7192.34325,69.89895258749561,7332.141155174992,7052.545344825008,0.038874091604288126,-0.008821330166750498,0.0,22.820999999999913,41.18257142857159,0.00577640068669676
7129.452,7151.602,7126.767,7142.205,73247,1,239403,-0.0006251749238931348,0.005896981394401202,0.03718430829538755,32.61914474734397,7184.32245,65.6535585274186,7315.629567054837,7053.015332945162,0.036553792781068,-0.005896981394401272,0.0,24.835000000000036,40.75114285714302,0.0057056809286688106
