<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.26	18:20:00	5371.358	5372.364	5369.848	5370.854	1258	7172	1
2025.11.26	18:25:00	5370.854	5371.358	5366.828	5370.854	1370	12285	1
2025.11.27	09:00:00	5375.384	5382.430	5365.821	5380.921	17412	71313	1
2025.11.27	09:05:00	5380.921	5385.954	5378.404	5380.921	11326	40642	1
2025.11.27	09:10:00	5380.417	5385.450	5378.404	5383.437	8223	35287	1
2025.11.27	09:15:00	5383.437	5384.444	5380.921	5382.934	4563	19661	1
2025.11.27	09:20:00	5382.430	5385.450	5380.921	5383.940	4498	15874	1
2025.11.27	09:25:00	5383.437	5384.444	5381.424	5381.927	3052	10040	1
2025.11.27	09:30:00	5381.927	5383.940	5380.921	5382.934	3089	11467	1
2025.11.27	09:35:00	5383.437	5385.450	5382.934	5383.437	3772	14107	1
2025.11.27	09:40:00	5383.437	5388.470	5382.934	5386.960	7742	25287	1
2025.11.27	09:45:00	5387.464	5389.477	5385.450	5388.470	6421	24070	1
2025.11.27	09:50:00	5387.967	5390.483	5384.444	5386.457	10414	38049	1
2025.11.27	09:55:00	5385.954	5387.464	5382.430	5384.947	5589	19744	1
2025.11.27	10:00:00	5385.450	5385.954	5380.921	5383.940	8226	29727	1
2025.11.27	10:05:00	5383.940	5385.450	5381.424	5384.947	3906	12693	1
2025.11.27	10:10:00	5384.947	5386.960	5382.934	5386.960	4408	19741	1
2025.11.27	10:15:00	5386.457	5387.464	5385.450	5386.960	4005	12672	1
2025.11.27	10:20:00	5387.464	5387.464	5383.940	5384.947	3924	14398	1
2025.11.27	10:25:00	5385.450	5385.450	5381.927	5382.430	4379	14265	1
2025.11.27	10:30:00	5382.430	5387.464	5381.927	5385.450	5317	17596	1
2025.11.27	10:35:00	5385.954	5387.464	5383.940	5384.444	2644	8406	1
2025.11.27	10:40:00	5384.444	5387.464	5384.444	5385.954	2390	8519	1
2025.11.27	10:45:00	5386.457	5386.960	5384.444	5385.954	2002	6848	1
2025.11.27	10:50:00	5385.954	5387.464	5384.444	5384.947	2660	10425	1
2025.11.27	10:55:00	5384.947	5388.470	5383.940	5384.947	4623	15418	1
2025.11.27	11:00:00	5384.947	5387.464	5384.947	5385.954	2427	9496	1
2025.11.27	11:05:00	5386.457	5386.960	5383.940	5385.954	3134	18616	1
2025.11.27	11:10:00	5386.457	5386.960	5385.450	5385.954	1490	5406	1
2025.11.27	11:15:00	5386.457	5388.470	5385.954	5387.967	1905	6249	1
2025.11.27	11:20:00	5388.470	5390.483	5387.967	5390.483	4143	15108	1
2025.11.27	11:25:00	5390.483	5390.483	5388.470	5389.980	2747	11569	1
2025.11.27	11:30:00	5390.483	5391.490	5387.967	5390.483	6578	28649	1
2025.11.27	11:35:00	5390.987	5393.000	5387.967	5389.477	5217	20543	1
2025.11.27	11:40:00	5389.477	5390.483	5387.967	5388.974	2366	8753	1
2025.11.27	11:45:00	5388.470	5389.980	5385.450	5388.974	6396	23884	1
2025.11.27	11:50:00	5389.477	5391.993	5388.974	5390.987	3265	13370	1
2025.11.27	11:55:00	5390.987	5392.497	5390.483	5390.987	2380	10187	1
2025.11.27	12:00:00	5390.987	5391.490	5386.960	5389.477	3894	15764	1
2025.11.27	12:05:00	5389.980	5391.490	5389.477	5390.483	1874	6557	1
2025.11.27	12:10:00	5389.980	5390.483	5386.960	5387.464	2458	8431	1
2025.11.27	12:15:00	5387.967	5387.967	5383.437	5384.947	5742	23534	1
2025.11.27	12:20:00	5385.450	5385.450	5382.934	5383.940	3111	11693	1
2025.11.27	12:25:00	5384.444	5385.450	5381.927	5384.947	3209	13748	1
2025.11.27	12:30:00	5385.450	5386.457	5384.947	5385.954	1736	6332	1
2025.11.27	12:35:00	5385.954	5386.457	5384.444	5386.457	1256	3894	1
2025.11.27	12:40:00	5386.457	5387.464	5384.947	5385.954	2029	6464	1
2025.11.27	12:45:00	5386.457	5386.960	5384.947	5385.954	1225	3850	1
2025.11.27	12:50:00	5385.954	5386.960	5385.450	5386.457	643	2340	1
2025.11.27	12:55:00	5386.457	5387.464	5384.947	5384.947	1826	6283	1
2025.11.27	13:00:00	5385.450	5386.457	5382.934	5384.444	3308	15264	1
2025.11.27	13:05:00	5384.444	5385.450	5382.430	5382.934	2186	10820	1
2025.11.27	13:10:00	5382.934	5383.437	5380.417	5381.424	4323	16488	1
2025.11.27	13:15:00	5381.424	5381.927	5380.417	5381.424	2016	8665	1
2025.11.27	13:20:00	5381.424	5382.934	5380.921	5380.921	2027	7559	1
2025.11.27	13:25:00	5380.921	5381.424	5375.887	5377.397	7165	26488	1
2025.11.27	13:30:00	5377.397	5379.411	5375.887	5378.907	3021	13756	1
2025.11.27	13:35:00	5378.404	5379.411	5377.901	5378.404	1020	2948	1
2025.11.27	13:40:00	5378.907	5379.914	5376.894	5379.914	1832	6161	1
2025.11.27	13:45:00	5379.914	5381.424	5379.411	5381.424	2415	6243	1
2025.11.27	13:50:00	5381.424	5382.934	5380.921	5381.927	2593	7795	1
2025.11.27	13:55:00	5381.927	5385.450	5381.927	5384.444	3107	11191	1
2025.11.27	14:00:00	5384.947	5385.450	5381.927	5382.934	3096	11902	1
2025.11.27	14:05:00	5382.934	5383.940	5381.424	5382.934	1846	7622	1
2025.11.27	14:10:00	5382.934	5384.947	5382.430	5383.437	1818	7883	1
2025.11.27	14:15:00	5383.437	5385.450	5382.934	5384.444	1622	6722	1
2025.11.27	14:20:00	5384.947	5386.960	5384.947	5385.450	2406	11240	1
2025.11.27	14:25:00	5385.450	5386.457	5384.947	5385.450	1835	8877	1
2025.11.27	14:30:00	5385.954	5387.464	5383.940	5387.464	2473	9886	1
2025.11.27	14:35:00	5387.464	5388.974	5386.457	5386.457	3395	15088	1
2025.11.27	14:40:00	5386.457	5388.470	5386.457	5387.464	1461	6297	1
2025.11.27	14:45:00	5387.464	5387.967	5386.457	5386.960	1045	4200	1
2025.11.27	14:50:00	5387.464	5387.967	5384.947	5384.947	2493	9555	1
2025.11.27	14:55:00	5384.947	5387.464	5384.947	5386.457	1010	4109	1
2025.11.27	15:00:00	5386.457	5386.960	5382.430	5382.934	3375	15458	1
2025.11.27	15:05:00	5382.934	5386.457	5381.424	5384.947	2652	12393	1
2025.11.27	15:10:00	5385.450	5385.450	5383.940	5384.947	1054	5743	1
2025.11.27	15:15:00	5385.450	5386.457	5384.947	5385.450	1074	5376	1
2025.11.27	15:20:00	5384.947	5385.450	5382.934	5384.444	1337	5444	1
2025.11.27	15:25:00	5383.940	5386.960	5383.940	5386.960	1360	4943	1
2025.11.27	15:30:00	5386.960	5389.980	5386.457	5389.477	3319	14830	1
2025.11.27	15:35:00	5389.980	5391.993	5388.974	5390.483	4151	20516	1
2025.11.27	15:40:00	5390.483	5391.993	5390.483	5390.987	1818	8868	1
2025.11.27	15:45:00	5391.490	5396.020	5390.987	5394.510	6618	26635	1
2025.11.27	15:50:00	5394.007	5395.517	5393.000	5393.503	2181	8472	1
2025.11.27	15:55:00	5393.503	5394.510	5392.497	5393.503	1989	9517	1
2025.11.27	16:00:00	5393.503	5394.510	5391.490	5391.490	2038	9235	1
2025.11.27	16:05:00	5391.490	5391.993	5388.470	5390.483	3409	15008	1
2025.11.27	16:10:00	5390.987	5393.000	5390.483	5393.000	1601	6544	1
2025.11.27	16:15:00	5393.000	5393.000	5391.993	5391.993	812	2901	1
2025.11.27	16:20:00	5392.497	5392.497	5391.490	5391.993	599	2474	1
2025.11.27	16:25:00	5392.497	5392.497	5391.490	5391.490	738	3395	1
2025.11.27	16:30:00	5391.490	5391.993	5390.483	5391.490	1324	5540	1
2025.11.27	16:35:00	5390.987	5392.497	5390.987	5391.490	676	4013	1
2025.11.27	16:40:00	5391.490	5391.993	5390.483	5390.987	922	4208	1
2025.11.27	16:45:00	5390.483	5391.993	5389.980	5390.987	877	4847	1
2025.11.27	16:50:00	5390.987	5390.987	5388.974	5388.974	1489	6826	1
2025.11.27	16:55:00	5389.477	5389.477	5387.967	5388.974	1225	5013	1
2025.11.27	17:00:00	5388.974	5390.987	5388.470	5390.483	1896	6536	1
2025.11.27	17:05:00	5390.483	5390.987	5388.974	5388.974	966	4963	1
2025.11.27	17:10:00	5389.477	5389.980	5388.974	5389.477	561	2209	1
2025.11.27	17:15:00	5388.974	5389.477	5388.974	5389.477	423	1348	1
2025.11.27	17:20:00	5389.477	5390.483	5388.974	5389.980	626	2351	1
2025.11.27	17:25:00	5389.980	5390.483	5389.477	5389.477	498	1830	1
2025.11.27	17:30:00	5389.477	5390.483	5388.470	5388.974	886	3257	1
2025.11.27	17:35:00	5388.974	5391.490	5388.470	5390.987	1374	7018	1
2025.11.27	17:40:00	5390.483	5392.497	5389.980	5390.987	870	3382	1
2025.11.27	17:45:00	5390.483	5391.490	5388.974	5389.477	556	1981	1
2025.11.27	17:50:00	5388.974	5389.980	5388.470	5389.477	678	3434	1
2025.11.27	17:55:00	5389.980	5391.993	5389.477	5390.483	1492	7986	1
2025.11.27	18:00:00	5390.483	5390.987	5389.980	5390.483	427	1738	1
2025.11.27	18:05:00	5390.987	5390.987	5389.477	5389.477	547	2468	1
2025.11.27	18:10:00	5389.477	5389.980	5386.457	5388.470	1209	9166	1
2025.11.27	18:15:00	5388.470	5389.477	5386.960	5388.974	916	5415	1
2025.11.27	18:20:00	5388.974	5389.477	5387.464	5388.470	466	3276	1
2025.11.27	18:25:00	5388.470	5393.000	5386.960	5393.000	672	4012	1
2025.11.28	09:00:00	5388.000	5390.000	5385.500	5387.000	5805	35385	1
2025.11.28	09:05:00	5387.500	5392.500	5381.500	5390.500	11604	53632	1
2025.11.28	09:10:00	5391.000	5394.500	5389.000	5390.500	7059	29468	1
2025.11.28	09:15:00	5390.500	5394.500	5390.000	5394.000	5173	20684	1
2025.11.28	09:20:00	5394.000	5396.000	5390.500	5392.000	6845	22574	1
2025.11.28	09:25:00	5392.000	5393.000	5388.000	5390.000	5984	22352	1
2025.11.28	09:30:00	5390.500	5392.000	5385.500	5387.000	6714	24938	1
2025.11.28	09:35:00	5387.500	5387.500	5383.500	5384.500	5828	22038	1
2025.11.28	09:40:00	5384.500	5386.500	5384.000	5384.500	3137	11251	1
2025.11.28	09:45:00	5384.500	5384.500	5376.500	5383.500	13952	52814	1
2025.11.28	09:50:00	5383.000	5384.000	5374.500	5379.000	9586	38959	1
2025.11.28	09:55:00	5379.500	5381.500	5375.000	5376.500	5091	22780	1
2025.11.28	10:00:00	5377.000	5377.000	5372.000	5374.500	9930	50245	1
2025.11.28	10:05:00	5374.500	5379.500	5373.500	5379.000	7735	46631	1
2025.11.28	10:10:00	5379.000	5384.000	5378.000	5383.000	6602	26844	1
2025.11.28	10:15:00	5383.000	5383.500	5377.000	5381.500	6917	28426	1
2025.11.28	10:20:00	5381.500	5383.500	5378.500	5379.000	5168	18365	1
2025.11.28	10:25:00	5378.500	5380.000	5376.000	5378.000	5260	17102	1
2025.11.28	10:30:00	5378.000	5380.000	5376.500	5379.500	4370	18100	1
2025.11.28	10:35:00	5379.000	5380.500	5374.000	5377.500	8162	35573	1
2025.11.28	10:40:00	5377.500	5382.500	5377.500	5381.000	5403	21490	1
2025.11.28	10:45:00	5381.500	5383.500	5375.000	5375.500	6734	28846	1
2025.11.28	10:50:00	5375.000	5375.500	5367.500	5369.000	12320	49899	1
2025.11.28	10:55:00	5369.500	5372.000	5365.500	5366.500	7759	37622	1
2025.11.28	11:00:00	5366.500	5367.500	5361.500	5366.000	11029	63982	1
2025.11.28	11:05:00	5366.000	5371.500	5366.000	5370.500	9276	57494	1
2025.11.28	11:10:00	5370.000	5371.000	5367.000	5370.000	3491	15200	1
2025.11.28	11:15:00	5369.500	5370.000	5366.000	5367.000	4109	19802	1
2025.11.28	11:20:00	5367.500	5369.000	5367.000	5368.000	2659	14081	1
2025.11.28	11:25:00	5368.500	5376.500	5368.000	5373.500	8433	39070	1
2025.11.28	11:30:00	5373.500	5376.000	5372.000	5372.000	5327	24901	1
2025.11.28	11:35:00	5372.000	5373.500	5366.500	5368.000	6851	28045	1
2025.11.28	11:40:00	5368.000	5371.000	5365.000	5369.500	6074	27764	1
2025.11.28	11:45:00	5369.000	5370.000	5366.000	5366.000	3272	14922	1
2025.11.28	11:50:00	5366.000	5367.500	5365.000	5366.500	3204	12877	1
2025.11.28	11:55:00	5367.000	5369.000	5365.000	5365.500	4779	31106	1
2025.11.28	12:00:00	5365.000	5370.000	5363.500	5370.000	7445	42532	1
2025.11.28	12:05:00	5370.000	5374.500	5368.500	5372.000	6300	31388	1
2025.11.28	12:10:00	5372.000	5376.500	5372.000	5376.000	4956	22426	1
2025.11.28	12:15:00	5375.500	5376.500	5374.000	5375.000	3554	14545	1
2025.11.28	12:20:00	5375.500	5379.000	5375.000	5378.000	4761	21130	1
2025.11.28	12:25:00	5378.000	5381.500	5378.000	5381.000	4591	22131	1
2025.11.28	12:30:00	5381.000	5386.500	5380.000	5380.000	9285	42691	1
2025.11.28	12:35:00	5380.000	5381.000	5377.000	5378.500	4541	20281	1
2025.11.28	12:40:00	5378.000	5379.500	5377.000	5377.000	2997	19156	1
2025.11.28	12:45:00	5377.000	5380.000	5376.500	5379.000	3453	18231	1
2025.11.28	12:50:00	5379.000	5379.500	5377.500	5379.000	2356	13234	1
2025.11.28	12:55:00	5379.500	5382.500	5379.000	5382.500	7657	48462	1
2025.11.28	13:00:00	5382.500	5383.500	5375.000	5379.500	11433	85800	1
2025.11.28	13:05:00	5379.500	5380.000	5376.000	5379.000	4661	30162	1
2025.11.28	13:10:00	5379.000	5379.000	5376.000	5377.000	2387	11819	1
2025.11.28	13:15:00	5377.000	5377.500	5374.000	5374.500	2436	11266	1
2025.11.28	13:20:00	5374.500	5379.000	5374.500	5379.000	2756	11975	1
2025.11.28	13:25:00	5379.000	5380.000	5377.000	5380.000	1571	6875	1
2025.11.28	13:30:00	5380.000	5383.500	5379.500	5382.500	3710	18891	1
2025.11.28	13:35:00	5383.000	5383.000	5379.000	5379.000	3028	14360	1
2025.11.28	13:40:00	5379.000	5380.500	5379.000	5379.500	942	3481	1
2025.11.28	13:45:00	5379.500	5380.000	5378.500	5380.000	1158	4792	1
2025.11.28	13:50:00	5379.500	5379.500	5378.000	5378.500	1413	6549	1
2025.11.28	13:55:00	5379.000	5380.000	5377.500	5378.500	2039	10144	1
2025.11.28	14:00:00	5378.500	5380.000	5377.000	5380.000	1835	9884	1
2025.11.28	14:05:00	5380.000	5381.000	5379.500	5380.500	1576	8201	1
2025.11.28	14:10:00	5380.000	5380.500	5376.500	5377.000	2374	10993	1
2025.11.28	14:15:00	5377.000	5380.500	5376.500	5379.500	2676	11306	1
2025.11.28	14:20:00	5379.000	5380.000	5378.500	5379.000	795	4345	1
2025.11.28	14:25:00	5379.000	5379.500	5378.000	5379.500	1028	3379	1
2025.11.28	14:30:00	5379.500	5379.500	5377.000	5377.000	1095	4909	1
2025.11.28	14:35:00	5377.000	5377.500	5376.000	5377.500	1502	5820	1
2025.11.28	14:40:00	5377.500	5378.000	5374.500	5374.500	2789	12750	1
2025.11.28	14:45:00	5374.500	5377.000	5374.000	5376.500	1951	7431	1
2025.11.28	14:50:00	5376.500	5379.500	5375.500	5378.000	2549	10492	1
2025.11.28	14:55:00	5378.500	5378.500	5374.000	5375.000	2378	8085	1
2025.11.28	15:00:00	5374.500	5377.000	5373.500	5375.000	5112	28808	1
2025.11.28	15:05:00	5375.000	5376.000	5373.000	5375.000	2499	10357	1
2025.11.28	15:10:00	5375.500	5376.500	5374.000	5375.000	1448	6559	1
2025.11.28	15:15:00	5374.500	5375.000	5370.500	5372.500	3082	13940	1
2025.11.28	15:20:00	5373.000	5373.000	5368.000	5368.500	3290	16824	1
2025.11.28	15:25:00	5368.000	5370.000	5365.500	5367.500	4574	24826	1
2025.11.28	15:30:00	5367.000	5367.500	5364.500	5365.000	3118	16527	1
2025.11.28	15:35:00	5365.500	5367.500	5365.000	5367.500	1693	8160	1
2025.11.28	15:40:00	5367.000	5369.000	5366.500	5369.000	2323	13702	1
2025.11.28	15:45:00	5369.000	5369.000	5367.500	5368.500	1098	3504	1
2025.11.28	15:50:00	5368.500	5368.500	5364.500	5365.500	2915	14238	1
2025.11.28	15:55:00	5365.000	5369.000	5365.000	5367.500	3022	11844	1
2025.11.28	16:00:00	5367.500	5368.000	5366.500	5367.000	1306	5952	1
2025.11.28	16:05:00	5367.000	5368.000	5364.500	5367.500	1991	12046	1
2025.11.28	16:10:00	5367.500	5367.500	5366.500	5367.500	853	4087	1
2025.11.28	16:15:00	5367.500	5367.500	5366.500	5367.000	794	4187	1
2025.11.28	16:20:00	5367.000	5368.500	5366.500	5368.500	1111	7393	1
2025.11.28	16:25:00	5368.500	5369.500	5367.000	5368.000	2347	11734	1
2025.11.28	16:30:00	5368.000	5370.000	5368.000	5369.500	1438	7841	1
2025.11.28	16:35:00	5369.500	5372.000	5368.500	5372.000	2225	11685	1
2025.11.28	16:40:00	5371.500	5372.000	5369.500	5370.000	1373	7811	1
2025.11.28	16:45:00	5370.000	5370.500	5369.500	5370.000	661	3419	1
